medium	srf-self-pairs	1. Correction: self pairs	not_spot_reviewed	20874
medium	srf-threshold	2. Correction: the threshold for \(N\)	not_spot_reviewed	20877
medium	srf-assigned	3. Clarification: which rows are assigned	not_spot_reviewed	20880
medium	general-pairs-obstacle	4. General pair sets: the first obstacle	not_spot_reviewed	20883
medium	bipartite-target	3. The repaired target: bipartite full-column readers	not_spot_reviewed	20920
medium	mixed-tool-scope	2. What this checks and what it does not	not_spot_reviewed	20949
medium	bipartite-setting	4. Bipartite full-column readers: setting	not_spot_reviewed	20988
medium	two-tier-setting	4. Two-tier column readers: setting	not_spot_reviewed	21047
medium	composition-gap-recorded	1. What is recorded	not_spot_reviewed	21438
medium	compact-composition-setting	1. The compact tree and the pair space	not_spot_reviewed	21571
medium	two-role-compact-setting	1. Setting	not_spot_reviewed	21620
medium	two-role-compact-remaining	5. What remains	not_spot_reviewed	21636
medium	two-role-compact-tool	6. The tool and the runs	not_spot_reviewed	21639
medium	wide-rounds-exposed-remaining	5. What remains	not_spot_reviewed	21848
medium	route-review-literal-line	1. What the forty cycles produced, against the route	not_spot_reviewed	21922
medium	dense-forms-setup	1. Setting	not_spot_reviewed	21973
medium	php-relative-images-tool	5. Tool and output	not_spot_reviewed	22050
medium	level-two-remaining	3. What is left to try	not_spot_reviewed	22147
medium	dense-review-produced	1. What the five entries produced, against the route	not_spot_reviewed	22258
medium	wall-review-claim	2. The general claim, and what the main goal needs from it	not_spot_reviewed	22431
medium	wall-review-extension-variables	4. Alternative (E): what the published methods need	not_spot_reviewed	22440
medium	wall-review-selection	6. Estimates and selection	not_spot_reviewed	22452
high	entry-2026-09-19-short-route-assessment	19 September 2026 — Short second opinion on the current research route	not_spot_reviewed	22787
medium	entry-2026-09-19-index-packet-research-review	19 September 2026 — Evaluate evidence packets for research and review the curation route	not_spot_reviewed	22959
medium	entry-2026-09-19-index-dependency-route-review	19 September 2026 — Close a dependency cluster and review the migration route	not_spot_reviewed	23116
